"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Duration","Starting Sequence Number","Info"
"4383","66.707679","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2113","173","48","54\302\265s","","QoS Data, SN=2113, FN=0, Flags=.p.....TC"
"4406","66.811448","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","350","173","112","54\302\265s","","QoS Data, SN=350, FN=0, Flags=.p....F.C"
"4428","66.832527","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2114","88","48","47\302\265s","","QoS Data, SN=2114, FN=0, Flags=.p.....TC"
"4501","68.855284","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2117","173","48","54\302\265s","","QoS Data, SN=2117, FN=0, Flags=.p.....TC"
"4504","68.963201","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","352","173","112","54\302\265s","","QoS Data, SN=352, FN=0, Flags=.p....F.C"
"4524","68.991386","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2118","88","48","48\302\265s","","QoS Data, SN=2118, FN=0, Flags=.p.....TC"
"4526","68.992779","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","353","88","112","47\302\265s","","QoS Data, SN=353, FN=0, Flags=.p....F.C"
"4576","71.013730","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2121","173","48","56\302\265s","","QoS Data, SN=2121, FN=0, Flags=.p.....TC"
"4594","71.130255","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2122","88","48","48\302\265s","","QoS Data, SN=2122, FN=0, Flags=.p.....TC"
"4597","71.131652","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","357","88","112","47\302\265s","","QoS Data, SN=357, FN=0, Flags=.p....F.C"
"4812","73.142812","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2159","173","48","54\302\265s","","QoS Data, SN=2159, FN=0, Flags=.p.....TC"
"4816","73.258266","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","360","173","112","54\302\265s","","QoS Data, SN=360, FN=0, Flags=.p....F.C"
"4844","73.306722","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2160","88","48","47\302\265s","","QoS Data, SN=2160, FN=0, Flags=.p.....TC"
"4846","73.307635","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","361","88","112","47\302\265s","","QoS Data, SN=361, FN=0, Flags=.p....F.C"
"4851","73.318599","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2161","173","48","54\302\265s","","QoS Data, SN=2161, FN=0, Flags=.p.....TC"
"4853","73.319199","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","362","173","112","54\302\265s","","QoS Data, SN=362, FN=0, Flags=.p....F.C"
"4873","73.343121","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2163","88","48","47\302\265s","","QoS Data, SN=2163, FN=0, Flags=.p.....TC"
"4875","73.344934","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","363","88","112","47\302\265s","","QoS Data, SN=363, FN=0, Flags=.p....F.C"
"4882","73.359909","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2164","173","48","54\302\265s","","QoS Data, SN=2164, FN=0, Flags=.p..R..TC"
