"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Starting Sequence Number","Type/Subtype","Priority","Info"
"172714","60.983546","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","243","3861","157","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3861, FN=0, Flags=.p.....TC"
"172716","60.983657","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","170","3862","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3862, FN=0, Flags=.p.....TC"
"172717","60.983712","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","162","3863","76","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3863, FN=0, Flags=.p.....TC"
"185853","64.007810","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","178","3864","92","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3864, FN=0, Flags=.p.....TC"
"186729","64.239056","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","178","3865","92","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3865, FN=0, Flags=.p.....TC"
"187858","64.529968","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","178","3866","92","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3866, FN=0, Flags=.p.....TC"
"188611","64.726248","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","186","3867","100","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3867, FN=0, Flags=.p.....TC"
"188804","64.763273","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3868","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3868, FN=0, Flags=.p.....TC"
"188851","64.779920","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3869","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3869, FN=0, Flags=.p.....TC"
"188900","64.787428","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","260","3870","178","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3870, FN=0, Flags=.p.....TC"
"188901","64.787526","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","1598","3871","1516","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3871, FN=0, Flags=.p.....TC"
